path,size_bytes,ext,size_kb
site/src/data/leagues/nil.json,4658,.json,4.55
site/src/pages/visuals.astro,20824,.astro,20.34
site/src/pages/analytics/visual-performance.astro,15152,.astro,14.8
site/src/pages/dashboard/visuals.astro,19549,.astro,19.09
src/main.js,13946,.js,13.62
src/apps.json,9525,.json,9.3
src/data/readiness.json,1776,.json,1.73
src/js/simple-analytics.js,7586,.js,7.41
tests/test_normalizers.py,8962,.py,8.75
tests/test_havf.py,7721,.py,7.54
tests/test_schema.py,4756,.py,4.64
vision/analyzers/character_analyzer.py,22134,.py,21.62
vision/analyzers/biomechanical_analyzer.py,18540,.py,18.11
